src	dest	type	weight
provides societal benefit	Encourages controlled collaboration	∧	1
provides societal benefit	Encourages controlled collaboration	→	0
provides societal benefit	Encourages controlled collaboration	∨	0
Encourages controlled collaboration	provides societal benefit	∧	1
Encourages controlled collaboration	provides societal benefit	→	0
Encourages controlled collaboration	provides societal benefit	∨	0
Encourages controlled collaboration	relevance	∧	1
Encourages controlled collaboration	relevance	→	0
Encourages controlled collaboration	relevance	∨	0
Encourages controlled collaboration	conformity to established rules or standards	∧	1
Encourages controlled collaboration	conformity to established rules or standards	→	0
Encourages controlled collaboration	conformity to established rules or standards	∨	0
Unbiased analysis	criminal behavior	∧	2
Unbiased analysis	criminal behavior	→	0
Unbiased analysis	criminal behavior	∨	0
Unbiased analysis	Engages in harmful or illegal activities	∧	1
Unbiased analysis	Engages in harmful or illegal activities	→	0
Unbiased analysis	Engages in harmful or illegal activities	∨	0
Unbiased analysis	Impact on public safety and crime prevention: _	∧	4
Unbiased analysis	Impact on public safety and crime prevention: _	→	0
Unbiased analysis	Impact on public safety and crime prevention: _	∨	0
Unbiased analysis	promotion of individual freedom	∧	2
Unbiased analysis	promotion of individual freedom	→	0
Unbiased analysis	promotion of individual freedom	∨	0
criminal behavior	Unbiased analysis	∧	2
criminal behavior	Unbiased analysis	→	0
criminal behavior	Unbiased analysis	∨	0
criminal behavior	promotion of individual freedom	∧	1
criminal behavior	promotion of individual freedom	→	0
criminal behavior	promotion of individual freedom	∨	0
Impact on public safety and crime prevention: _	Impact on public safety and crime prevention: _	∧	2
Impact on public safety and crime prevention: _	Impact on public safety and crime prevention: _	→	0
Impact on public safety and crime prevention: _	Impact on public safety and crime prevention: _	∨	0
Impact on public safety and crime prevention: _	promotion of individual freedom	∧	0
Impact on public safety and crime prevention: _	promotion of individual freedom	→	2
Impact on public safety and crime prevention: _	promotion of individual freedom	∨	0
Impact on public safety and crime prevention: _	Unbiased analysis	∧	4
Impact on public safety and crime prevention: _	Unbiased analysis	→	1
Impact on public safety and crime prevention: _	Unbiased analysis	∨	0
Impact on public safety and crime prevention: _	Engages in harmful or illegal activities	∧	2
Impact on public safety and crime prevention: _	Engages in harmful or illegal activities	→	0
Impact on public safety and crime prevention: _	Engages in harmful or illegal activities	∨	0
promotion of individual freedom	Unbiased analysis	∧	2
promotion of individual freedom	Unbiased analysis	→	0
promotion of individual freedom	Unbiased analysis	∨	0
promotion of individual freedom	criminal behavior	∧	1
promotion of individual freedom	criminal behavior	→	0
promotion of individual freedom	criminal behavior	∨	0
promotion of individual freedom	Engages in harmful or illegal activities	∧	1
promotion of individual freedom	Engages in harmful or illegal activities	→	0
promotion of individual freedom	Engages in harmful or illegal activities	∨	0
Engages in harmful or illegal activities	not negative attitude	∧	1
Engages in harmful or illegal activities	not negative attitude	→	0
Engages in harmful or illegal activities	not negative attitude	∨	0
Engages in harmful or illegal activities	Impact on public safety and crime prevention: _	∧	2
Engages in harmful or illegal activities	Impact on public safety and crime prevention: _	→	0
Engages in harmful or illegal activities	Impact on public safety and crime prevention: _	∨	0
Engages in harmful or illegal activities	promotion of individual freedom	∧	1
Engages in harmful or illegal activities	promotion of individual freedom	→	0
Engages in harmful or illegal activities	promotion of individual freedom	∨	0
Engages in harmful or illegal activities	Unbiased analysis	∧	1
Engages in harmful or illegal activities	Unbiased analysis	→	0
Engages in harmful or illegal activities	Unbiased analysis	∨	0
not negative attitude	Engages in harmful or illegal activities	∧	1
not negative attitude	Engages in harmful or illegal activities	→	0
not negative attitude	Engages in harmful or illegal activities	∨	0
Stance on controversial issues	Reduces harm caused by drug use	∧	1
Stance on controversial issues	Reduces harm caused by drug use	→	0
Stance on controversial issues	Reduces harm caused by drug use	∨	0
Stance on controversial issues	Unbiased analysis	∧	1
Stance on controversial issues	Unbiased analysis	→	0
Stance on controversial issues	Unbiased analysis	∨	0
Reduces harm caused by drug use	Stance on controversial issues	∧	1
Reduces harm caused by drug use	Stance on controversial issues	→	0
Reduces harm caused by drug use	Stance on controversial issues	∨	0
Reduces harm caused by drug use	Unbiased analysis	∧	1
Reduces harm caused by drug use	Unbiased analysis	→	0
Reduces harm caused by drug use	Unbiased analysis	∨	0
Unbiased analysis	Fair and impartial application of laws	∧	1
Unbiased analysis	Fair and impartial application of laws	→	0
Unbiased analysis	Fair and impartial application of laws	∨	0
Negative impact on mental, physical, or emotional well-being	High level of productivity	∧	1
Negative impact on mental, physical, or emotional well-being	High level of productivity	→	0
Negative impact on mental, physical, or emotional well-being	High level of productivity	∨	0
Negative impact on mental, physical, or emotional well-being	Impact on company success and profitability	∧	1
Negative impact on mental, physical, or emotional well-being	Impact on company success and profitability	→	0
Negative impact on mental, physical, or emotional well-being	Impact on company success and profitability	∨	0
High level of productivity	Impact on company success and profitability	∧	1
High level of productivity	Impact on company success and profitability	→	0
High level of productivity	Impact on company success and profitability	∨	0
High level of productivity	skilled	∧	1
High level of productivity	skilled	→	0
High level of productivity	skilled	∨	0
High level of productivity	Negative impact on mental, physical, or emotional well-being	∧	1
High level of productivity	Negative impact on mental, physical, or emotional well-being	→	0
High level of productivity	Negative impact on mental, physical, or emotional well-being	∨	0
Impact on company success and profitability	High level of productivity	∧	1
Impact on company success and profitability	High level of productivity	→	0
Impact on company success and profitability	High level of productivity	∨	0
Impact on company success and profitability	Negative impact on mental, physical, or emotional well-being	∧	1
Impact on company success and profitability	Negative impact on mental, physical, or emotional well-being	→	0
Impact on company success and profitability	Negative impact on mental, physical, or emotional well-being	∨	0
Impact on society	Promotes overall well-being	∧	1
Impact on society	Promotes overall well-being	→	0
Impact on society	Promotes overall well-being	∨	0
Impact on society	skilled	∧	1
Impact on society	skilled	→	0
Impact on society	skilled	∨	0
Impact on society	lacking assistance	∧	1
Impact on society	lacking assistance	→	0
Impact on society	lacking assistance	∨	0
Impact on society	Positive	∧	1
Impact on society	Positive	→	0
Impact on society	Positive	∨	0
Promotes overall well-being	Impact on society	∧	1
Promotes overall well-being	Impact on society	→	0
Promotes overall well-being	Impact on society	∨	0
Promotes overall well-being	skilled	∧	1
Promotes overall well-being	skilled	→	0
Promotes overall well-being	skilled	∨	0
Promotes overall well-being	Positive	∧	1
Promotes overall well-being	Positive	→	0
Promotes overall well-being	Positive	∨	0
Creates a strong bond among alums	Unethical behavior	∧	2
Creates a strong bond among alums	Unethical behavior	→	0
Creates a strong bond among alums	Unethical behavior	∨	0
Unethical behavior	Creates a strong bond among alums	∧	2
Unethical behavior	Creates a strong bond among alums	→	0
Unethical behavior	Creates a strong bond among alums	∨	0
skilled	not negative	∧	0
skilled	not negative	→	1
skilled	not negative	∨	0
Regulatory compliance	Fosters economic growth and prosperity	∧	0
Regulatory compliance	Fosters economic growth and prosperity	→	0
Regulatory compliance	Fosters economic growth and prosperity	∨	1
Takes a balanced and objective stance	skilled	∧	1
Takes a balanced and objective stance	skilled	→	0
Takes a balanced and objective stance	skilled	∨	0
Lack of credibility	requires internet access	∧	0
Lack of credibility	requires internet access	→	0
Lack of credibility	requires internet access	∨	1
Lack of credibility	lacking assistance	∧	0
Lack of credibility	lacking assistance	→	1
Lack of credibility	lacking assistance	∨	0
requires internet access	Lack of credibility	∧	0
requires internet access	Lack of credibility	→	0
requires internet access	Lack of credibility	∨	1
requires internet access	Unethical behavior	∧	0
requires internet access	Unethical behavior	→	0
requires internet access	Unethical behavior	∨	1
requires internet access	lacking assistance	∧	0
requires internet access	lacking assistance	→	1
requires internet access	lacking assistance	∨	0
Unethical behavior	requires internet access	∧	0
Unethical behavior	requires internet access	→	0
Unethical behavior	requires internet access	∨	1
Promotes ethical and fair behavior	Voting right restoration criteria	∧	0
Promotes ethical and fair behavior	Voting right restoration criteria	→	1
Promotes ethical and fair behavior	Voting right restoration criteria	∨	0
Violates ethical standards	Voting right restoration criteria	∧	0
Violates ethical standards	Voting right restoration criteria	→	1
Violates ethical standards	Voting right restoration criteria	∨	0
Promotes ethical and fair behavior	relevance	∧	1
Promotes ethical and fair behavior	relevance	→	0
Promotes ethical and fair behavior	relevance	∨	0
Promotes overall well-being	criminal behavior	∧	2
Promotes overall well-being	criminal behavior	→	0
Promotes overall well-being	criminal behavior	∨	0
Promotes overall well-being	rational decision making	∧	0
Promotes overall well-being	rational decision making	→	1
Promotes overall well-being	rational decision making	∨	0
Exceptional	accessible to the general public	∧	1
Exceptional	accessible to the general public	→	0
Exceptional	accessible to the general public	∨	0
accessible to the general public	Exceptional	∧	1
accessible to the general public	Exceptional	→	1
accessible to the general public	Exceptional	∨	0
accessible to the general public	Impact on society and individuals	∧	1
accessible to the general public	Impact on society and individuals	→	0
accessible to the general public	Impact on society and individuals	∨	0
Impact on society and individuals	accessible to the general public	∧	1
Impact on society and individuals	accessible to the general public	→	0
Impact on society and individuals	accessible to the general public	∨	0
promotes safety and well-being	Promotes positive and ethical change	∧	1
promotes safety and well-being	Promotes positive and ethical change	→	0
promotes safety and well-being	Promotes positive and ethical change	∨	0
Promotes positive and ethical change	promotes safety and well-being	∧	1
Promotes positive and ethical change	promotes safety and well-being	→	0
Promotes positive and ethical change	promotes safety and well-being	∨	0
Unbiased analysis	Nationality	∧	0
Unbiased analysis	Nationality	→	1
Unbiased analysis	Nationality	∨	0
Respect and Influence	Unbiased analysis	∧	1
Respect and Influence	Unbiased analysis	→	0
Respect and Influence	Unbiased analysis	∨	0
Ethical and Sustainable Practices	Nationality	∧	0
Ethical and Sustainable Practices	Nationality	→	1
Ethical and Sustainable Practices	Nationality	∨	0
Influences global politics	Nationality	∧	0
Influences global politics	Nationality	→	2
Influences global politics	Nationality	∨	0
Contributes to urban sprawl	Provides valuable information	∧	1
Contributes to urban sprawl	Provides valuable information	→	0
Contributes to urban sprawl	Provides valuable information	∨	0
Involvement in government and decision-making	Does not cause harm to others	∧	0
Involvement in government and decision-making	Does not cause harm to others	→	1
Involvement in government and decision-making	Does not cause harm to others	∨	0
Involvement in government and decision-making	Not specific to a particular topic	∧	0
Involvement in government and decision-making	Not specific to a particular topic	→	1
Involvement in government and decision-making	Not specific to a particular topic	∨	0
Does not cause harm to others	Not specific to a particular topic	∧	1
Does not cause harm to others	Not specific to a particular topic	→	0
Does not cause harm to others	Not specific to a particular topic	∨	1
Not specific to a particular topic	Does not cause harm to others	∧	1
Not specific to a particular topic	Does not cause harm to others	→	0
Not specific to a particular topic	Does not cause harm to others	∨	1
Financial independence	not negative attitude	∧	1
Financial independence	not negative attitude	→	0
Financial independence	not negative attitude	∨	0
Financial independence	Relevant	∧	1
Financial independence	Relevant	→	0
Financial independence	Relevant	∨	0
Financial independence	Income disparity	∧	1
Financial independence	Income disparity	→	0
Financial independence	Income disparity	∨	0
Economic well-being	Income disparity	∧	1
Economic well-being	Income disparity	→	0
Economic well-being	Income disparity	∨	0
Income disparity	not negative attitude	∧	1
Income disparity	not negative attitude	→	0
Income disparity	not negative attitude	∨	0
Income disparity	Financial independence	∧	1
Income disparity	Financial independence	→	0
Income disparity	Financial independence	∨	0
Income disparity	financial	∧	1
Income disparity	financial	→	0
Income disparity	financial	∨	0
Income disparity	Economic well-being	∧	1
Income disparity	Economic well-being	→	0
Income disparity	Economic well-being	∨	0
Endures difficulty	Age	∧	1
Endures difficulty	Age	→	0
Endures difficulty	Age	∨	0
Endures difficulty	Influences global politics	∧	1
Endures difficulty	Influences global politics	→	0
Endures difficulty	Influences global politics	∨	0
Endures difficulty	Impact on Middle East stability	∧	1
Endures difficulty	Impact on Middle East stability	→	0
Endures difficulty	Impact on Middle East stability	∨	0
Endures difficulty	involves changes in y ['x , policies']	∧	2
Endures difficulty	involves changes in y ['x , policies']	→	0
Endures difficulty	involves changes in y ['x , policies']	∨	0
Endures difficulty	Exceptional	∧	1
Endures difficulty	Exceptional	→	0
Endures difficulty	Exceptional	∨	0
Influences global politics	Impact on Middle East stability	∧	1
Influences global politics	Impact on Middle East stability	→	0
Influences global politics	Impact on Middle East stability	∨	0
Influences global politics	Endures difficulty	∧	1
Influences global politics	Endures difficulty	→	0
Influences global politics	Endures difficulty	∨	0
Impact on Middle East stability	Influences global politics	∧	1
Impact on Middle East stability	Influences global politics	→	0
Impact on Middle East stability	Influences global politics	∨	0
Impact on Middle East stability	involves changes in y ['x , policies']	∧	1
Impact on Middle East stability	involves changes in y ['x , policies']	→	0
Impact on Middle East stability	involves changes in y ['x , policies']	∨	0
Impact on Middle East stability	Age	∧	1
Impact on Middle East stability	Age	→	0
Impact on Middle East stability	Age	∨	0
Impact on Middle East stability	Endures difficulty	∧	1
Impact on Middle East stability	Endures difficulty	→	0
Impact on Middle East stability	Endures difficulty	∨	0
Impact on Middle East stability	involves y ['x , y']]	∧	0
Impact on Middle East stability	involves y ['x , y']]	→	1
Impact on Middle East stability	involves y ['x , y']]	∨	0
involves changes in y ['x , policies']	Impact on Middle East stability	∧	1
involves changes in y ['x , policies']	Impact on Middle East stability	→	0
involves changes in y ['x , policies']	Impact on Middle East stability	∨	0
involves changes in y ['x , policies']	Endures difficulty	∧	2
involves changes in y ['x , policies']	Endures difficulty	→	0
involves changes in y ['x , policies']	Endures difficulty	∨	0
Demonstrates leadership	involves y ['x , y']]	∧	0
Demonstrates leadership	involves y ['x , y']]	→	1
Demonstrates leadership	involves y ['x , y']]	∨	0
involves y ['x , y']]	Involvement with the Israel Lobby	∧	1
involves y ['x , y']]	Involvement with the Israel Lobby	→	0
involves y ['x , y']]	Involvement with the Israel Lobby	∨	0
Lack of integrity	involves y ['x , middle east']	∧	1
Lack of integrity	involves y ['x , middle east']	→	0
Lack of integrity	involves y ['x , middle east']	∨	0
Impacts quality of life	Countering terrorist activities in the Middle East	∧	1
Impacts quality of life	Countering terrorist activities in the Middle East	→	0
Impacts quality of life	Countering terrorist activities in the Middle East	∨	0
Countering terrorist activities in the Middle East	Impacts quality of life	∧	1
Countering terrorist activities in the Middle East	Impacts quality of life	→	0
Countering terrorist activities in the Middle East	Impacts quality of life	∨	0
Countering terrorist activities in the Middle East	promotes equality and inclusivity	∧	1
Countering terrorist activities in the Middle East	promotes equality and inclusivity	→	0
Countering terrorist activities in the Middle East	promotes equality and inclusivity	∨	0
promotes equality and inclusivity	Countering terrorist activities in the Middle East	∧	1
promotes equality and inclusivity	Countering terrorist activities in the Middle East	→	0
promotes equality and inclusivity	Countering terrorist activities in the Middle East	∨	0
Focused on whole, natural ingredients	Endures difficulty	∧	1
Focused on whole, natural ingredients	Endures difficulty	→	0
Focused on whole, natural ingredients	Endures difficulty	∨	0
Focused on whole, natural ingredients	Commitment to religious beliefs	∧	1
Focused on whole, natural ingredients	Commitment to religious beliefs	→	1
Focused on whole, natural ingredients	Commitment to religious beliefs	∨	0
Endures difficulty	Focused on whole, natural ingredients	∧	1
Endures difficulty	Focused on whole, natural ingredients	→	0
Endures difficulty	Focused on whole, natural ingredients	∨	0
Endures difficulty	Promotes economic and social protection for individuals	∧	1
Endures difficulty	Promotes economic and social protection for individuals	→	0
Endures difficulty	Promotes economic and social protection for individuals	∨	0
Endures difficulty	Commitment to religious beliefs	∧	0
Endures difficulty	Commitment to religious beliefs	→	1
Endures difficulty	Commitment to religious beliefs	∨	0
Promotes economic and social protection for individuals	Endures difficulty	∧	1
Promotes economic and social protection for individuals	Endures difficulty	→	0
Promotes economic and social protection for individuals	Endures difficulty	∨	0
Promotes economic and social protection for individuals	Considers ethical treatment of animals in production and consumption	∧	1
Promotes economic and social protection for individuals	Considers ethical treatment of animals in production and consumption	→	0
Promotes economic and social protection for individuals	Considers ethical treatment of animals in production and consumption	∨	0
Promotes economic and social protection for individuals	Commitment to religious beliefs	∧	0
Promotes economic and social protection for individuals	Commitment to religious beliefs	→	1
Promotes economic and social protection for individuals	Commitment to religious beliefs	∨	0
Considers ethical treatment of animals in production and consumption	Promotes economic and social protection for individuals	∧	1
Considers ethical treatment of animals in production and consumption	Promotes economic and social protection for individuals	→	0
Considers ethical treatment of animals in production and consumption	Promotes economic and social protection for individuals	∨	0
Considers ethical treatment of animals in production and consumption	Commitment to religious beliefs	∧	2
Considers ethical treatment of animals in production and consumption	Commitment to religious beliefs	→	1
Considers ethical treatment of animals in production and consumption	Commitment to religious beliefs	∨	0
Provides overall positive impact	Causes harm to individuals or groups	∧	1
Provides overall positive impact	Causes harm to individuals or groups	→	0
Provides overall positive impact	Causes harm to individuals or groups	∨	0
Provides overall positive impact	Commitment to religious beliefs	∧	0
Provides overall positive impact	Commitment to religious beliefs	→	1
Provides overall positive impact	Commitment to religious beliefs	∨	0
Causes harm to individuals or groups	Provides overall positive impact	∧	1
Causes harm to individuals or groups	Provides overall positive impact	→	0
Causes harm to individuals or groups	Provides overall positive impact	∨	0
Causes harm to individuals or groups	Commitment to religious beliefs	∧	0
Causes harm to individuals or groups	Commitment to religious beliefs	→	1
Causes harm to individuals or groups	Commitment to religious beliefs	∨	0
Relevant	Provides credible, accurate, and data-driven information	∧	0
Relevant	Provides credible, accurate, and data-driven information	→	1
Relevant	Provides credible, accurate, and data-driven information	∨	0
Promotes informed decision making	relevance	∧	2
Promotes informed decision making	relevance	→	0
Promotes informed decision making	relevance	∨	0
impact on society	Financial impact	∧	0
impact on society	Financial impact	→	1
impact on society	Financial impact	∨	0
impact on society	Income disparity	∧	1
impact on society	Income disparity	→	0
impact on society	Income disparity	∨	0
Financial impact	Income disparity	∧	1
Financial impact	Income disparity	→	0
Financial impact	Income disparity	∨	0
Income disparity	impact on society	∧	1
Income disparity	impact on society	→	0
Income disparity	impact on society	∨	0
Income disparity	Financial impact	∧	1
Income disparity	Financial impact	→	0
Income disparity	Financial impact	∨	0
sustainability	taking responsibility	∧	1
sustainability	taking responsibility	→	0
sustainability	taking responsibility	∨	0
taking responsibility	sustainability	∧	1
taking responsibility	sustainability	→	0
taking responsibility	sustainability	∨	0
Regulatory compliance	promotes lifelong learning	∧	1
Regulatory compliance	promotes lifelong learning	→	0
Regulatory compliance	promotes lifelong learning	∨	0
promotes lifelong learning	Regulatory compliance	∧	1
promotes lifelong learning	Regulatory compliance	→	0
promotes lifelong learning	Regulatory compliance	∨	0
promotes lifelong learning	Demonstrates personal accountability	∧	1
promotes lifelong learning	Demonstrates personal accountability	→	0
promotes lifelong learning	Demonstrates personal accountability	∨	0
Demonstrates personal accountability	promotes lifelong learning	∧	1
Demonstrates personal accountability	promotes lifelong learning	→	0
Demonstrates personal accountability	promotes lifelong learning	∨	0
Demonstrates personal accountability	Substance use and regulation	∧	1
Demonstrates personal accountability	Substance use and regulation	→	0
Demonstrates personal accountability	Substance use and regulation	∨	0
Substance use and regulation	Demonstrates personal accountability	∧	1
Substance use and regulation	Demonstrates personal accountability	→	0
Substance use and regulation	Demonstrates personal accountability	∨	0
Substance use and regulation	Takes a balanced and objective stance	∧	1
Substance use and regulation	Takes a balanced and objective stance	→	0
Substance use and regulation	Takes a balanced and objective stance	∨	0
Provides diverse and practical experience	Substance abuse	∧	1
Provides diverse and practical experience	Substance abuse	→	0
Provides diverse and practical experience	Substance abuse	∨	0
Provides diverse and practical experience	Pays taxes	∧	1
Provides diverse and practical experience	Pays taxes	→	0
Provides diverse and practical experience	Pays taxes	∨	0
Pays taxes	Provides diverse and practical experience	∧	1
Pays taxes	Provides diverse and practical experience	→	0
Pays taxes	Provides diverse and practical experience	∨	0
Based on solid scientific research	Unbiased analysis	∧	1
Based on solid scientific research	Unbiased analysis	→	0
Based on solid scientific research	Unbiased analysis	∨	0
Based on solid scientific research	healthcare professional	∧	1
Based on solid scientific research	healthcare professional	→	0
Based on solid scientific research	healthcare professional	∨	0
Based on solid scientific research	Location of childbirth	∧	1
Based on solid scientific research	Location of childbirth	→	0
Based on solid scientific research	Location of childbirth	∨	0
Location of childbirth	Age	∧	1
Location of childbirth	Age	→	0
Location of childbirth	Age	∨	0
Location of childbirth	Family values	∧	1
Location of childbirth	Family values	→	0
Location of childbirth	Family values	∨	0
Location of childbirth	Safety	∧	1
Location of childbirth	Safety	→	0
Location of childbirth	Safety	∨	0
Location of childbirth	Based on solid scientific research	∧	1
Location of childbirth	Based on solid scientific research	→	0
Location of childbirth	Based on solid scientific research	∨	0
Location of childbirth	Fairness	∧	0
Location of childbirth	Fairness	→	1
Location of childbirth	Fairness	∨	0
Unbiased analysis	Location of childbirth	∧	0
Unbiased analysis	Location of childbirth	→	1
Unbiased analysis	Location of childbirth	∨	0
Unbiased analysis	Based on solid scientific research	∧	1
Unbiased analysis	Based on solid scientific research	→	0
Unbiased analysis	Based on solid scientific research	∨	0
Shows evidence of closed-mindedness and intolerance	Rejects harmful or dangerous behavior	∧	1
Shows evidence of closed-mindedness and intolerance	Rejects harmful or dangerous behavior	→	0
Shows evidence of closed-mindedness and intolerance	Rejects harmful or dangerous behavior	∨	0
Rejects harmful or dangerous behavior	Family values	∧	1
Rejects harmful or dangerous behavior	Family values	→	0
Rejects harmful or dangerous behavior	Family values	∨	0
Rejects harmful or dangerous behavior	Shows evidence of closed-mindedness and intolerance	∧	1
Rejects harmful or dangerous behavior	Shows evidence of closed-mindedness and intolerance	→	0
Rejects harmful or dangerous behavior	Shows evidence of closed-mindedness and intolerance	∨	0
Opposes government intervention and promotes individual freedom and rights	Family values	∧	1
Opposes government intervention and promotes individual freedom and rights	Family values	→	0
Opposes government intervention and promotes individual freedom and rights	Family values	∨	0
relevance	Influence on international relations and culture	∧	1
relevance	Influence on international relations and culture	→	0
relevance	Influence on international relations and culture	∨	0
Influence on international relations and culture	relevance	∧	1
Influence on international relations and culture	relevance	→	0
Influence on international relations and culture	relevance	∨	0
Location	Stance on controversial issues	∧	1
Location	Stance on controversial issues	→	0
Location	Stance on controversial issues	∨	0
Creates negative impact	Causes harm to individuals or society	∧	1
Creates negative impact	Causes harm to individuals or society	→	0
Creates negative impact	Causes harm to individuals or society	∨	0
Creates negative impact	Commitment to religious beliefs	∧	1
Creates negative impact	Commitment to religious beliefs	→	0
Creates negative impact	Commitment to religious beliefs	∨	0
Creates negative impact	Does not prioritize profits over societal well-being and benefit	∧	1
Creates negative impact	Does not prioritize profits over societal well-being and benefit	→	0
Creates negative impact	Does not prioritize profits over societal well-being and benefit	∨	0
Creates negative impact	Provides valuable information	∧	1
Creates negative impact	Provides valuable information	→	0
Creates negative impact	Provides valuable information	∨	0
Causes harm to individuals or society	Creates negative impact	∧	1
Causes harm to individuals or society	Creates negative impact	→	0
Causes harm to individuals or society	Creates negative impact	∨	0
Causes harm to individuals or society	Commitment to religious beliefs	∧	1
Causes harm to individuals or society	Commitment to religious beliefs	→	0
Causes harm to individuals or society	Commitment to religious beliefs	∨	0
Causes harm to individuals or society	Lack of integrity	∧	1
Causes harm to individuals or society	Lack of integrity	→	0
Causes harm to individuals or society	Lack of integrity	∨	0
Lack of integrity	Does not prioritize profits over societal well-being and benefit	∧	0
Lack of integrity	Does not prioritize profits over societal well-being and benefit	→	1
Lack of integrity	Does not prioritize profits over societal well-being and benefit	∨	0
Lack of integrity	Causes harm to individuals or society	∧	1
Lack of integrity	Causes harm to individuals or society	→	0
Lack of integrity	Causes harm to individuals or society	∨	0
Does not prioritize profits over societal well-being and benefit	Commitment to religious beliefs	∧	1
Does not prioritize profits over societal well-being and benefit	Commitment to religious beliefs	→	0
Does not prioritize profits over societal well-being and benefit	Commitment to religious beliefs	∨	0
Does not prioritize profits over societal well-being and benefit	Creates negative impact	∧	1
Does not prioritize profits over societal well-being and benefit	Creates negative impact	→	0
Does not prioritize profits over societal well-being and benefit	Creates negative impact	∨	0
Does not prioritize profits over societal well-being and benefit	Causes harm to individuals or society	∧	1
Does not prioritize profits over societal well-being and benefit	Causes harm to individuals or society	→	0
Does not prioritize profits over societal well-being and benefit	Causes harm to individuals or society	∨	0
Lack of integrity	promotion of individual freedom	∧	0
Lack of integrity	promotion of individual freedom	→	1
Lack of integrity	promotion of individual freedom	∨	0
job stability	Provides valuable information	∧	1
job stability	Provides valuable information	→	0
job stability	Provides valuable information	∨	0
Provides valuable information	job stability	∧	1
Provides valuable information	job stability	→	0
Provides valuable information	job stability	∨	0
Provides valuable information	Creates negative impact	∧	1
Provides valuable information	Creates negative impact	→	0
Provides valuable information	Creates negative impact	∨	0
job stability	relevance	∧	2
job stability	relevance	→	0
job stability	relevance	∨	0
job stability	Does not prioritize profits over societal well-being and benefit	∧	1
job stability	Does not prioritize profits over societal well-being and benefit	→	0
job stability	Does not prioritize profits over societal well-being and benefit	∨	0
Does not prioritize profits over societal well-being and benefit	job stability	∧	1
Does not prioritize profits over societal well-being and benefit	job stability	→	0
Does not prioritize profits over societal well-being and benefit	job stability	∨	0
prioritizes long-term sustainability	Promotes healthy and sustainable lifestyle choices	∧	1
prioritizes long-term sustainability	Promotes healthy and sustainable lifestyle choices	→	0
prioritizes long-term sustainability	Promotes healthy and sustainable lifestyle choices	∨	0
prioritizes long-term sustainability	Supports positive growth and well-being	∧	2
prioritizes long-term sustainability	Supports positive growth and well-being	→	0
prioritizes long-term sustainability	Supports positive growth and well-being	∨	0
prioritizes long-term sustainability	Supports individuals with diverse needs	∧	0
prioritizes long-term sustainability	Supports individuals with diverse needs	→	1
prioritizes long-term sustainability	Supports individuals with diverse needs	∨	0
Supports positive growth and well-being	prioritizes long-term sustainability	∧	2
Supports positive growth and well-being	prioritizes long-term sustainability	→	0
Supports positive growth and well-being	prioritizes long-term sustainability	∨	0
Supports positive growth and well-being	Supports individuals with diverse needs	∧	1
Supports positive growth and well-being	Supports individuals with diverse needs	→	1
Supports positive growth and well-being	Supports individuals with diverse needs	∨	0
Supports positive growth and well-being	Supports positive growth and well-being	∧	2
Supports positive growth and well-being	Supports positive growth and well-being	→	0
Supports positive growth and well-being	Supports positive growth and well-being	∨	0
Supports individuals with diverse needs	Supports positive growth and well-being	∧	1
Supports individuals with diverse needs	Supports positive growth and well-being	→	0
Supports individuals with diverse needs	Supports positive growth and well-being	∨	0
Supports positive growth and well-being	Promotes healthy and sustainable lifestyle choices	∧	1
Supports positive growth and well-being	Promotes healthy and sustainable lifestyle choices	→	0
Supports positive growth and well-being	Promotes healthy and sustainable lifestyle choices	∨	0
Supports positive growth and well-being	Promotes equal opportunity in education and employment	∧	1
Supports positive growth and well-being	Promotes equal opportunity in education and employment	→	0
Supports positive growth and well-being	Promotes equal opportunity in education and employment	∨	0
Promotes equal opportunity in education and employment	Supports positive growth and well-being	∧	1
Promotes equal opportunity in education and employment	Supports positive growth and well-being	→	0
Promotes equal opportunity in education and employment	Supports positive growth and well-being	∨	0
provides societal benefit	Supports individuals with diverse needs	∧	1
provides societal benefit	Supports individuals with diverse needs	→	0
provides societal benefit	Supports individuals with diverse needs	∨	0
Supports individuals with diverse needs	provides societal benefit	∧	1
Supports individuals with diverse needs	provides societal benefit	→	0
Supports individuals with diverse needs	provides societal benefit	∨	0
Supports individuals with diverse needs	Provides stable full-time employment	∧	1
Supports individuals with diverse needs	Provides stable full-time employment	→	0
Supports individuals with diverse needs	Provides stable full-time employment	∨	0
Provides stable full-time employment	Supports individuals with diverse needs	∧	1
Provides stable full-time employment	Supports individuals with diverse needs	→	0
Provides stable full-time employment	Supports individuals with diverse needs	∨	0
Promotes equal opportunity in education and employment	prioritizes long-term sustainability	∧	1
Promotes equal opportunity in education and employment	prioritizes long-term sustainability	→	0
Promotes equal opportunity in education and employment	prioritizes long-term sustainability	∨	0
prioritizes long-term sustainability	Promotes equal opportunity in education and employment	∧	1
prioritizes long-term sustainability	Promotes equal opportunity in education and employment	→	0
prioritizes long-term sustainability	Promotes equal opportunity in education and employment	∨	0
prioritizes long-term sustainability	Does not prioritize profits over societal well-being and benefit	∧	0
prioritizes long-term sustainability	Does not prioritize profits over societal well-being and benefit	→	1
prioritizes long-term sustainability	Does not prioritize profits over societal well-being and benefit	∨	0
Does not prioritize profits over societal well-being and benefit	Balancing career and family	∧	1
Does not prioritize profits over societal well-being and benefit	Balancing career and family	→	0
